Title,Type,Genres,Description,Release Year,Age Certification,Runtime,IMDB ID,IMDB Score,IMDB Votes,Production Countries,Seasons,Rating
The Foreigner,MOVIE,"['thriller', 'action', 'crime', 'drama', 'european']",Quan is a humble London businessman whose long-buried past erupts in a revenge-fueled vendetta when the only person left for him to love â€“ his teenage daughter â€“ dies in an Irish Republican Army car bombing. His relentless search to find the terrorists leads to a cat-and-mouse conflict with a British government official whose own past may hold the clues to the identities of the elusive killers.,2017,R,113,tt4759848,7.0,112487.0,"['IN', 'CN', 'US', 'GB']",0.0,Average
Unicorn Store,MOVIE,"['fantasy', 'comedy', 'drama']","A woman named Kit moves back to her parent's house, where she receives a mysterious invitation that would fulfill her childhood dreams.",2017,,92,tt2340044,5.5,19140.0,['US'],0.0,Average
The Resurrection of Gavin Stone,MOVIE,"['drama', 'family', 'romance', 'comedy']","Gavin Stone, a washed-up former child star, is forced to do community service at a local megachurch and pretends to be Christian so he can land the part of Jesus in their annual Passion Play, only to discover that the most important role of his life is far from Hollywood.",2017,PG,91,tt4902904,6.2,2233.0,['US'],0.0,Average
Dave Chappelle,SHOW,"['comedy', 'documentation']","Comedy icon Dave Chappelle makes his triumphant return to the screen with a pair of blistering, fresh stand-up specials.",2017,,60,tt6963504,8.699999999999998,2753.0,['US'],1.0,Best
The Ritual,MOVIE,"['horror', 'thriller']","A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them.",2017,R,94,tt5638642,6.3,92788.0,"['GB', 'CA']",0.0,Average
Disjointed,SHOW,['comedy'],Pot activist Ruth Whitefeather Feldman runs a medical marijuana dispensary while encouraging her loyal patients to chill out and enjoy the high life.,2017,TV-MA,27,tt5884792,6.8,9980.0,['US'],2.0,Average
iBoy,MOVIE,"['scifi', 'action', 'crime', 'thriller']","After an accident, Tom wakes from a coma to discover that fragments of his smart phone have been embedded in his head, and worse, that returning to normal teenage life is impossible because he has developed a strange set of super powers.",2017,,90,tt6105716,6.0,22594.0,['GB'],0.0,Average
Forgotten,MOVIE,"['thriller', 'horror', 'crime', 'scifi']","Seoul, South Korea, 1997. When the young but extremely anxious student Jin-seok, his parents and his successful older brother Yoo-seok move to a new home, mysterious and frightening events begin to happen around them, unexplained events that threaten to ruin their seemingly happy lives. Unable to understand what is happening, Jin-seok wonders if he is losing his mind.",2017,,109,tt4236484,7.4,29804.0,['KR'],0.0,Best
My Happy Family,MOVIE,['drama'],"In a patriarchal society, an ordinary Georgian family lives with three generations under one roof. All are shocked when 52-year-old Manana decides to move out from her parentsâ€™ home and live alone. Without her family and her husband, a journey into the unknown begins.",2017,,119,tt5791536,7.4,3826.0,"['FR', 'GE', 'DE']",0.0,Best
Ravenous,MOVIE,"['horror', 'animation', 'documentation', 'scifi', 'thriller', 'action', 'drama']","In an isolated rural community of Quebec, Canada, some inhabitants attack other people, hungry for human flesh. A few survivors gather and go deep into the forest to escape them.",2017,,104,tt6243140,5.8,9154.0,['CA'],0.0,Average
Wheelman,MOVIE,"['thriller', 'crime', 'action']",A getaway driver for a bank robbery realizes he has been double crossed and races to find out who betrayed him.,2017,R,82,tt5723286,6.4,19951.0,['US'],0.0,Average
First They Killed My Father,MOVIE,"['drama', 'history', 'war']",A 5-year-old girl embarks on a harrowing quest for survival amid the sudden rise and terrifying reign of the Khmer Rouge in Cambodia.,2017,R,136,tt4882376,7.2,17871.0,"['KH', 'US']",0.0,Best
A Korean Odyssey,SHOW,"['comedy', 'romance', 'fantasy', 'horror']",A self-serving mythical creature's bid for invincibility backfires when he finds himself at the mercy of a woman who can see otherworldly beings.,2017,TV-MA,75,tt7099334,8.0,4535.0,['KR'],1.0,Best
Animal Crackers,MOVIE,"['comedy', 'animation', 'family', 'fantasy']",A family must use a magical box of Animal Crackers to save a rundown circus from being taken over by their evil uncle Horatio P. Huntington.,2017,PG,105,tt4155534,5.8,3352.0,"['CN', 'US', 'ES']",0.0,Average
Girlfriend's Day,MOVIE,"['drama', 'comedy']","When he's caught up in a deadly conspiracy, an unemployed greeting card writer must create the perfect card for a new holiday to save his skin.",2017,,70,tt2962984,5.2,4197.0,['US'],0.0,Average
Great News,SHOW,['comedy'],A New Jersey mom puts her relationship with her daughter to the test when she lands an internship at the same TV station where her daughter works.,2017,TV-PG,21,tt4955480,7.0,6810.0,['US'],2.0,Average
Borderliner,SHOW,"['drama', 'thriller', 'crime', 'history', 'war', 'documentation']","To protect his family, police detective Nikolai covers up a murder case. But when his co-investigator Anniken suspects foul play, he is trapped in a dangerous game on duty, blurring the line between right and wrong.",2017,TV-MA,49,tt0332902,6.8,3999.0,['NO'],1.0,Average
Spirit: Riding Free,SHOW,"['action', 'animation', 'comedy', 'drama', 'family', 'western', 'documentation']","In a small Western town, spunky ex-city girl Lucky forms a tight bond with wild horse Spirit while having adventures with best pals Pru and Abigail.",2017,TV-Y7,23,tt11942070,6.6,993.0,['US'],11.0,Average
Icarus,MOVIE,"['documentation', 'thriller', 'sport']","While investigating the furtive world of illegal doping in sports, director Bryan Fogel connects with renegade Russian scientist Dr. Grigory Rodchenkovâ€”a pillar of his countryâ€™s â€œanti-dopingâ€ program. Over dozens of Skype calls, urine samples, and badly administered hormone injections, Fogel and Rodchenkov grow closer despite shocking allegations that place Rodchenkov at the center of Russiaâ€™s state-sponsored Olympic doping program.",2017,,121,tt6333060,7.9,48672.0,['US'],0.0,Best
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",MOVIE,"['comedy', 'documentation']",Offbeat documentarian Chris Smith provides a behind-the-scenes look at how Jim Carrey adopted the persona of idiosyncratic comedian Andy Kaufman on the set of Man on the Moon.,2017,,94,tt7214762,7.7,25593.0,"['US', 'CA']",0.0,Best
Abstract: The Art of Design,SHOW,['documentation'],Step inside the minds of the most innovative designers in a variety of disciplines and learn how design impacts every aspect of life.,2017,TV-14,45,tt6333098,8.4,5306.0,['US'],2.0,Best
Victoria & Abdul,MOVIE,"['drama', 'history']",Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.,2017,PG-13,112,tt5816682,6.8,35458.0,"['GB', 'US']",0.0,Average
Godless,SHOW,"['western', 'documentation', 'action', 'drama', 'crime']","A ruthless outlaw terrorizes the West in search of a former member of his gang, whoâ€™s found a new life in a quiet town populated only by women.",2017,TV-MA,65,tt5516154,7.6,27.0,['US'],1.0,Best
The Bar,MOVIE,"['horror', 'thriller', 'comedy', 'fantasy', 'european']","In downtown Madrid, a series of mysterious gunshots trap a motley assortment of people in a decrepit bar.",2017,,102,tt5121816,6.3,25934.0,['ES'],0.0,Average
Just Between Lovers,SHOW,"['drama', 'romance']",Two survivors of a building collapse discover support and love in each other as they overcome the pain of loss and reconstruct a hopeful future.,2017,TV-14,73,tt7521898,8.199999999999998,1872.0,['KR'],1.0,Best
Home Again,MOVIE,"['drama', 'romance', 'comedy']",Life for a single mom in Los Angeles takes an unexpected turn when she allows three young guys to move in with her.,2017,PG-13,97,tt5719700,5.8,31620.0,['US'],0.0,Average
A Series of Unfortunate Events,SHOW,"['action', 'family', 'comedy', 'drama']","The orphaned Baudelaire children face trials, tribulations and the evil Count Olaf, all in their quest to uncover the secret of their parents' death.",2017,TV-PG,47,tt4834206,7.8,59239.0,['US'],3.0,Best
Wormwood,SHOW,"['crime', 'drama', 'documentation', 'fantasy']","In this genre-bending tale, Errol Morris explores the mysterious death of a U.S. scientist entangled in a secret Cold War program known as MK-Ultra.",2017,TV-14,43,tt1149367,7.0,4181.0,['US'],1.0,Average
Handsome Devil,MOVIE,"['drama', 'comedy', 'sport', 'european']",A music-mad 16-year-old outcast at a rugby-mad boarding school forms an unlikely friendship with his dashing new roommate.,2017,,95,tt5016946,7.0,13708.0,['IE'],0.0,Average
Crooked House,MOVIE,"['drama', 'crime']","A private investigator helps a former flame solve the murder of her wealthy grandfather, who lived in a sprawling estate surrounded by his idiosyncratic family.",2017,PG-13,115,tt1869347,6.3,23327.0,['GB'],0.0,Average
Shot Caller,MOVIE,"['thriller', 'crime', 'drama']",A newly-released prison gangster is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.,2017,R,120,tt4633690,7.3,83961.0,['US'],0.0,Best
Castlevania,SHOW,"['scifi', 'drama', 'fantasy', 'horror', 'animation', 'action']","A dark medieval fantasy following the last surviving member of the disgraced Belmont clan, trying to save Eastern Europe from extinction at the hand of Vlad Dracula Tepe himself. Inspired by the classic video game series.",2017,TV-MA,26,tt6517102,8.3,61114.0,['US'],4.0,Best
Holy Camp!,MOVIE,"['comedy', 'european']","MarÃ­a and Susana, two rebellious teenagers, spend the summer in a catholic camp. While they are grounded during a weekend, the most unexpected arrival in the most unexpected way will change their feelings about life, love and freedom.",2017,,109,tt5176252,6.2,3986.0,['ES'],0.0,Average
The Shack,MOVIE,"['fantasy', 'drama']","After suffering a family tragedy, Mack Phillips spirals into a deep depression causing him to question his innermost beliefs. Facing a crisis of faith, he receives a mysterious letter urging him to an abandoned shack deep in the Oregon wilderness. Despite his doubts, Mack journeys to the shack and encounters an enigmatic trio of strangers led by a woman named Papa. Through this meeting, Mack finds important truths that will transform his understanding of his tragedy and change his life forever.",2017,PG-13,132,tt2872518,6.2,35406.0,['US'],0.0,Average
Hotel Transylvania: The Series,SHOW,"['comedy', 'family', 'fantasy', 'horror', 'animation']","Mavis navigates life without her dad, Dracula, around and discovers one of the few common human and monster truths: being a teenager bites.",2017,TV-Y7,16,tt4858114,5.5,694.0,['US'],2.0,Average
GLOW,SHOW,"['drama', 'comedy', 'sport', 'reality']","In 1980s LA, a crew of misfits reinvent themselves as the Gorgeous Ladies of Wrestling.",2017,TV-MA,34,tt0784878,8.0,44751.0,['US'],4.0,Best
Tabula Rasa,SHOW,"['drama', 'horror', 'thriller', 'european']","A psychological thriller about Mie, a young woman with amnesia who is locked up in a secure psychiatric hospital. Mie is visited by Detective Inspector Wolkers who claims she was the last person seen with the vanished Thomas Spectre. As a witness and prime suspect, she appears to be the sole key to this mysterious disappearance. In order to solve the puzzle and find Thomas, Mie has to reconstruct her lost memories and find her way back through the dark labyrinth of her recent past.",2017,TV-MA,52,tt5197860,8.0,10161.0,['BE'],1.0,Best
Sand Castle,MOVIE,"['drama', 'action', 'war']","Set during the occupation of Iraq, a squad of U.S. soldiers try to protect a small village.",2017,,113,tt2582576,6.3,22854.0,"['IQ', 'GB']",0.0,Average
Atypical,SHOW,"['comedy', 'drama']","Sam, an 18-year-old on the autism spectrum, takes a funny, yet painful, journey of self-discovery for love and independence and upends his family.",2017,TV-14,31,tt6315640,8.3,81643.0,['US'],4.0,Best
VeggieTales in the City,SHOW,"['comedy', 'family', 'music', 'animation']","With exciting trips to the big city, the ski slopes and beyond, the Veggie friends expand their horizons and learn valuable faith-based lessons.",2017,TV-Y,23,tt6562134,5.7,110.0,['US'],3.0,Average
Dear White People,SHOW,"['comedy', 'drama']","At a predominantly white Ivy League college, a diverse group of students navigate various forms of racial and other types of discrimination.",2017,TV-MA,29,tt5707802,6.1,24863.0,['US'],4.0,Average
Bill Nye Saves the World,SHOW,['comedy'],"Bill Nye explores science and its impact on politics, society and pop culture. Each episode tackles a topic from a scientific point of view, dispelling myths, and refuting anti-scientific claims that may be espoused by politicians, religious leaders or titans of industry.",2017,TV-14,30,tt6026278,3.5,7233.0,['US'],3.0,Poor
Because This Is My First Life,SHOW,"['comedy', 'drama', 'romance']","Nam Se-Hee is a single man in his early 30s. He has chosen to not marry. He owns his home, but he owes a lot on his mortgage. Yoon Ji-Ho is a single woman in her early 30s. She does not own a home and envies those that do. She has given up on dating due to her financial struggles. Yoon Ji-Ho begins to live at Nam Se-Heeâ€™s house. They become housemates.",2017,TV-14,56,tt7278588,8.199999999999998,4168.0,['KR'],1.0,Best
Alias Grace,SHOW,"['drama', 'thriller', 'crime']","Based on the true story of Grace Marks, a housemaid and immigrant from Ireland who was imprisoned in 1843, perhaps wrongly, for the murder of her employer Thomas Kinnear. Grace claims to have no memory of the murder yet the facts are irrefutable. A decade after, Dr. Simon Jordan tries to help Grace recall her past.",2017,TV-MA,44,tt1034007,7.7,31577.0,['CA'],1.0,Best
What the Health,MOVIE,['documentation'],"Filmmaker Kip Andersen uncovers the secret to preventing and even reversing chronic diseases, and he investigates why the nation's leading health organizations doesn't want people to know about it.",2017,,97,tt5541848,7.4,28911.0,['US'],0.0,Best
Cargo,MOVIE,"['drama', 'thriller', 'horror', 'scifi']","After being infected in the wake of a violent pandemic and with only 48 hours to live, a father struggles to find a new home for his baby daughter.",2017,,105,tt3860916,6.3,42722.0,['AU'],0.0,Average
Knightfall,SHOW,"['action', 'drama', 'history']",Go deep into the clandestine world of the legendary brotherhood of warrior monks known as The Knights Templar.,2017,TV-14,44,tt4555364,6.7,19809.0,['US'],2.0,Average
Sisters,SHOW,"['drama', 'comedy']","Sisters follows the story of three women who discover that they are sisters. Julia finds out that her Nobel prize winning father secretly used his own sperm in a number of ""In Vitro Fertilisation"" procedures.",2017,TV-14,36,tt8453436,7.5,1729.0,['AU'],1.0,Best
The Beguiled,MOVIE,"['drama', 'documentation', 'war', 'thriller']","During the Civil War, at a Southern girlsâ€™ boarding school, young women take in an injured enemy soldier. As they provide refuge and tend to his wounds, the house is taken over with sexual tension and dangerous rivalries, and taboos are broken in an unexpected turn of events.",2017,R,93,tt5592248,6.8,21.0,['US'],0.0,Average
American Vandal,SHOW,"['comedy', 'drama', 'crime']",A true-crime satire that explores the aftermath of a costly high school prank that left twenty-seven faculty cars vandalized with phallic images.,2017,TV-MA,33,tt6877772,8.1,29972.0,['US'],2.0,Best
Mystery Science Theater 3000,SHOW,"['scifi', 'comedy', 'thriller', 'drama', 'horror']","The cult hit returns! Captured by mad scientists, new host Jonah survives a blitz of cheesy B movies by riffing on them with his funny robot pals.",2017,TV-14,86,tt6782014,8.199999999999998,3605.0,['US'],2.0,Best
The Disaster Artist,MOVIE,"['comedy', 'drama']","An aspiring actor in Hollywood meets an enigmatic stranger by the name of Tommy Wiseau, the meeting leads the actor down a path nobody could have predicted; creating the worst movie ever made.",2017,R,104,tt3521126,7.3,149604.0,['US'],0.0,Best
Imposters,SHOW,"['drama', 'comedy', 'crime']","Maddie, a persona shifting con-artist who is as beautiful as she is dangerous, leaves her unwitting victims tormented when they realize they have been used and robbed of everything â€“ including their hearts. But things get complicated when her former targets, Ezra, Richard, and Jules team up to track her down.",2017,TV-14,43,tt5212822,7.8,13238.0,['US'],2.0,Best
Anne with an E,SHOW,"['drama', 'family']","A coming-of-age story about an outsider who, against all odds and numerous challenges, fights for love and acceptance and for her place in the world. The series centers on a young orphaned girl in the late 1890â€™s, who, after an abusive childhood spent in orphanages and the homes of strangers, is mistakenly sent to live with an elderly woman and her aging brother. Over time, 13-year-old Anne will transform their lives and eventually the small town in which they live with her unique spirit, fierce intellect and brilliant imagination.",2017,TV-G,46,tt5421602,8.699999999999998,51001.0,['CA'],3.0,Best
Death Note,MOVIE,"['fantasy', 'horror', 'thriller', 'action', 'crime', 'drama']","A young man comes to possess a supernatural notebook, the Death Note, that grants him the power to kill any person simply by writing down their name on the pages. He then decides to use the notebook to kill criminals and change the world, but an enigmatic detective attempts to track him down and end his reign of terror.",2017,NC-17,101,tt1241317,4.5,83519.0,['US'],0.0,Poor
Perfect Bid: The Contestant Who Knew Too Much,MOVIE,"['documentation', 'history']","Maths teacher Ted Slauson became adept at recording and memorizing prices of products featured on the iconic game show The Price is Right, an obsession dating back to the show's inception in 1972. This passion and dedication for the show culminated in him helping a contestant place a perfect bid during a 2008 showcase, an innocent act that would create one of the biggest controversies in television industry history.",2017,,72,tt6854248,6.6,2176.0,['CA'],0.0,Average
Manhunt,SHOW,"['documentation', 'crime', 'thriller', 'drama']","Inspired by actual events, this true crime anthology series takes a deep dive into the dark, twisted minds of terrorists and follows the brave souls who hunt them down.",2017,TV-14,43,tt5618256,8.1,57459.0,['US'],2.0,Best
Bright,MOVIE,"['thriller', 'fantasy', 'action', 'crime', 'scifi']","In an alternate present-day where magical creatures live among us, two L.A. cops become embroiled in a prophesied turf battle.",2017,R,117,tt5519340,6.3,183841.0,['US'],0.0,Average
Win It All,MOVIE,['comedy'],A gambling addict faces a conflict when entrusted with keeping a bunch of money that isn't his.,2017,,88,tt3155328,6.2,9108.0,['US'],0.0,Average
The Incredible Jessica James,MOVIE,['comedy'],"Burned by a bad breakup, a struggling New York City playwright makes an unlikely connection with a divorced app designer she meets on a blind date.",2017,,83,tt5990342,6.5,7496.0,['US'],0.0,Average
Okja,MOVIE,"['drama', 'scifi', 'action']","A young girl named Mija risks everything to prevent a powerful, multi-national company from kidnapping her best friend - a massive animal named Okja.",2017,PG-13,122,tt3967856,7.3,116305.0,"['KR', 'US']",0.0,Best
Voice,SHOW,"['crime', 'thriller', 'action']","It's 3 minutes for hearers, but a life for the callers. A crime thriller chasing even the slightest sounds to rescue people's lives calling for urgent help.",2017,TV-14,63,tt6212854,7.5,1949.0,['KR'],4.0,Best
Santa Clarita Diet,SHOW,"['comedy', 'horror']",They're ordinary husband and wife realtors until she undergoes a dramatic change that sends them down a road of death and destruction. In a good way.,2017,TV-MA,29,tt5580540,7.9,64467.0,['US'],3.0,Best
1922,MOVIE,"['horror', 'crime', 'documentation', 'drama', 'thriller']","A simple yet proud rancher conspires to murder his wife for financial gain, convincing his teenage son to participate.",2017,,102,tt8312644,6.2,60982.0,['US'],0.0,Average
The Bad Batch,MOVIE,"['drama', 'action', 'horror', 'romance', 'scifi']","In a desert wasteland in Texas, a muscled cannibal breaks one important rule: donâ€™t play with your food.",2017,R,119,tt4334266,5.2,30785.0,['US'],0.0,Average
Mr. Roosevelt,MOVIE,['comedy'],A young woman returns home and must confront her ex-boyfriend when an unexpected tragedy occurs.,2017,,90,tt6212496,6.2,3320.0,['US'],0.0,Average
Bill Nye: Science Guy,MOVIE,['documentation'],"Bill Nye is retiring his kid show act in a bid to become more like his late professor, astronomer Carl Sagan. Sagan dreamed of launching a spacecraft that could revolutionize interplanetary exploration. Bill sets out to accomplish Sagan's mission, but he is pulled away when he is challenged by evolution and climate change contrarians to defend the scientific consensus. Can Bill show the world why science matters in a culture increasingly indifferent to evidence?",2017,,95,tt4853154,6.5,1208.0,['US'],0.0,Average
One Day at a Time,SHOW,"['comedy', 'drama']","In a reimagining of the TV classic, a newly single Latina mother raises her teen daughter and tween son with the ""help"" of her old-school mom.",2017,TV-PG,29,tt5339440,8.199999999999998,15669.0,['US'],4.0,Best
The End of the F***ing World,SHOW,"['crime', 'comedy', 'drama', 'romance', 'thriller']","James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a darkly comedic road trip in search of her real father.",2017,TV-MA,21,tt6257970,8.1,177868.0,['GB'],2.0,Best
The Babysitter,MOVIE,"['horror', 'comedy']","When Cole stays up past his bedtime, he discovers that his hot babysitter is part of a Satanic cult that will stop at nothing to keep him quiet.",2017,R,85,tt4225622,6.4,86953.0,['US'],0.0,Average
Suburra: Blood on Rome,SHOW,"['crime', 'action', 'european']","In 2008, a fight over land in a seaside town near Rome spirals into a deadly battle between organized crime, corrupt politicians and the Vatican.",2017,TV-MA,48,tt7197684,7.9,14346.0,['IT'],3.0,Best
Power Rangers Ninja Steel,SHOW,"['action', 'scifi', 'thriller', 'drama']",A new team of superhuman power rangers must work together and use their new ninja powers to prevent evil from dominating the human race and from destroying the planet earth and the universe,2017,TV-Y7,24,tt5335606,6.1,862.0,['US'],2.0,Average
Stranger,SHOW,"['drama', 'thriller', 'crime', 'romance', 'scifi', 'comedy']","With the help of a gutsy female detective, a prosecutor who has lost the ability to feel empathy tackles a murder case amid political corruption.",2017,TV-MA,64,tt5545948,8.5,7645.0,['KR'],2.0,Best
Unrest,MOVIE,"['documentation', 'drama', 'history', 'romance', 'european']","When Harvard PhD student Jennifer Brea is struck down at 28 by a fever that leaves her bedridden, doctors tell her itâ€™s ""all in her head."" Determined to live, she sets out on a virtual journey to document her storyâ€”and four other families' storiesâ€”fighting a disease medicine forgot.",2017,,97,tt6510268,7.6,2904.0,"['GB', 'US', 'DK']",0.0,Best
Acts of Vengeance,MOVIE,"['thriller', 'action', 'drama', 'crime', 'european']","A fast-talking lawyer transforms his body and takes a vow of silence, not to be broken until he finds out who killed his wife and daughter and has his revenge.",2017,R,87,tt6288694,5.7,11971.0,"['BG', 'US']",0.0,Average
Gaga: Five Foot Two,MOVIE,"['music', 'documentation']",Go behind the scenes with pop provocateur Lady Gaga as she releases a bold new album and prepares for her Super Bowl halftime show.,2017,,100,tt7291268,7.0,12825.0,['US'],0.0,Average
Strong Island,MOVIE,"['documentation', 'crime']","Examining the violent death of the filmmakerâ€™s brother and the judicial system that allowed his killer to go free, this documentary interrogates murderous fear and racialized perception, and re-imagines the wreckage in catastropheâ€™s wake, challenging us to change.",2017,,107,tt5873150,6.4,3849.0,['US'],0.0,Average
Five Came Back,SHOW,"['war', 'documentation', 'history']","The extraordinary story of how Hollywood changed World War II â€“ and how World War II changed Hollywood, through the interwoven experiences of five legendary filmmakers who went to war to serve their country and bring the truth to the American people: John Ford, William Wyler, John Huston, Frank Capra, and George Stevens. Based on Mark Harrisâ€™ best-selling book, â€œFive Came Back: A Story of Hollywood and the Second World War.â€",2017,TV-MA,65,tt6587094,8.3,4600.0,['US'],1.0,Best
Friends from College,SHOW,"['comedy', 'drama']","Twenty years after graduation, a tight-knit group of college friends reconnects and discovers that love hasn't gotten easier with age.",2017,TV-MA,30,tt5565334,6.9,20242.0,['US'],2.0,Average
Fate/Apocrypha,SHOW,"['action', 'scifi', 'animation', 'drama', 'fantasy']",The theft of the Greater Grail from Fuyuki City leads to a splintered timeline in which the Great Holy Grail War is waged on an unprecedented scale.,2017,TV-14,24,tt6424454,6.6,2259.0,['JP'],1.0,Average
Woodshock,MOVIE,"['thriller', 'horror', 'drama', 'fantasy']","Theresa, a haunted young woman spiraling in the wake of profound loss, is torn between her fractured emotional state and the reality-altering effects of a potent cannabinoid drug.",2017,R,100,tt4677924,4.2,1933.0,['US'],0.0,Poor
Damnation,SHOW,"['western', 'drama', 'crime']","Seth Davenport is masquerading as a small town Iowa preacher in the hopes of starting a full-blown insurrection against the status quo, unaware that an industrialist tycoon has hired a professional strikebreaker to stop the uprising by any means necessary. An epic saga of the secret history of the 1930â€™s American heartland, chronicling the mythic conflict and bloody struggle between big money and the downtrodden, God and greed, charlatans, and prophets.",2017,TV-MA,43,tt6106704,7.6,8111.0,['US'],1.0,Best
Joan Didion: The Center Will Not Hold,MOVIE,['documentation'],"Griffin Dunneâ€™s years-in-the-making documentary portrait of his aunt Joan Didion moves with the spirit of her uncannily lucid writing: the film simultaneously expands and zeroes in, covering a vast stretch of turbulent cultural history with elegance and candor.",2017,,92,tt7253506,7.4,2596.0,['US'],0.0,Best
Clive Davis: The Soundtrack of Our Lives,MOVIE,"['music', 'documentation']","The life and successes of iconic music executive Clive Davis, from his miraculous start at Columbia Records through his trailblazing work at Arista Records and J Records, with a heavy dose of outstanding music sprinkled in between.",2017,PG-13,123,tt6494358,7.5,950.0,['US'],0.0,Best
Creep 2,MOVIE,"['horror', 'thriller', 'crime', 'drama']","After finding an ad online for â€œvideo work,â€ Sara, a video artist whose primary focus is creating intimacy with lonely men, thinks she may have found the subject of her dreams. She drives to a remote house in the forest and meets a man claiming to be a serial killer. Unable to resist the chance to create a truly shocking piece of art, she agrees to spend the day with him. However, as the day goes on, she discovers she may have dug herself into a hole from which she canâ€™t escape.",2017,R,80,tt3654796,6.4,24468.0,['US'],0.0,Average
Godzilla: Planet of the Monsters,MOVIE,"['scifi', 'animation', 'action']","In the year 2048, the human race is forced to leave Earth after decades of losing against Godzilla and other giant monsters. They take a twenty-year journey to another planet called Tau Ceti-e, but upon arrival, they discover that the planet has become uninhabitable. As living conditions on their ship deteriorate, a young man named Haruo spearheads a movement to return to Earth and take it back from the monsters. The ship successfully makes the return voyage, but the crew realizes that twenty thousand years have passed, with Earth's ecosystem having evolved to become centered around Godzilla.",2017,PG-13,89,tt5979874,6.0,8451.0,['JP'],0.0,Average
Annabelle: Creation,MOVIE,"['horror', 'thriller']","Several years after the tragic death of their little girl, a doll maker and his wife welcome a nun and several girls from a shuttered orphanage into their home, soon becoming the target of the doll maker's possessed creationâ€”Annabelle.",2017,R,110,tt5140878,6.5,129883.0,['US'],0.0,Average
Phantom Thread,MOVIE,"['romance', 'drama']","In 1950s London, renowned British dressmaker Reynolds Woodcock comes across Alma, a young, strong-willed woman, who soon becomes ever present in his life as his muse and lover.",2017,R,130,tt5776858,7.4,128600.0,"['US', 'GB']",0.0,Best
Goon: Last of the Enforcers,MOVIE,"['comedy', 'sport']","During a pro lockout, Doug ""The Thug"" Glatt is injured and must choose whether to defend his team against a dangerous new enemy, or be there for his wife as she prepares to give birth to his daughter.",2017,R,101,tt2417712,5.8,13476.0,['CA'],0.0,Average
Veronica,MOVIE,['horror'],"Madrid, June 1991. After celebrating a session of Ouija with her friends, VerÃ³nica is besieged by dangerous supernatural presences that threaten to harm her entire family.",2017,R,105,tt4276868,6.2,40254.0,['ES'],0.0,Average
Blade Runner 2049,MOVIE,"['scifi', 'thriller', 'action', 'drama']","Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",2017,R,164,tt1856101,8.0,539864.0,"['CA', 'HU', 'MX', 'ES', 'GB', 'US']",0.0,Best
Dark,SHOW,"['scifi', 'crime', 'drama', 'thriller']",A missing child causes four families to help each other for answers. What they could not imagine is that this mystery would be connected to innumerable other secrets of the small town.,2017,TV-MA,56,tt5753856,8.699999999999998,354443.0,['DE'],3.0,Best
Molly's Game,MOVIE,"['drama', 'crime', 'sport']","Molly Bloom, a young skier and former Olympic hopeful becomes a successful entrepreneur (and a target of an FBI investigation) when she establishes a high-stakes, international poker game.",2017,R,140,tt4209788,7.4,165817.0,"['CA', 'US', 'CN']",0.0,Best
Mindhunter,SHOW,"['crime', 'drama', 'thriller']",An agent in the FBI's Elite Serial Crime Unit develops profiling techniques as he pursues notorious serial killers and rapists.,2017,TV-MA,53,tt5290382,8.6,261429.0,['US'],2.0,Best
Little Evil,MOVIE,"['comedy', 'fantasy', 'horror']","Gary, who has just married Samantha, the woman of his dreams, discovers that her six-year-old son may be the Antichrist.",2017,,94,tt2937366,5.7,21009.0,['US'],0.0,Average
"Oh, Hello on Broadway",MOVIE,['comedy'],"Two delusional geriatrics reveal curious pasts, share a love of tuna and welcome a surprise guest in this filming of the popular Broadway comedy show.",2017,,102,tt6987652,7.7,3106.0,['US'],0.0,Best
Riverdale,SHOW,"['thriller', 'drama', 'romance', 'crime']","Set in the present, the series offers a bold, subversive take on Archie, Betty, Veronica and their friends, exploring the surreality of small-town life, the darkness and weirdness bubbling beneath Riverdaleâ€™s wholesome facade.",2017,TV-14,42,tt5420376,6.7,139154.0,['US'],6.0,Average
Wind River,MOVIE,"['thriller', 'crime', 'drama', 'western']",An FBI agent teams with the town's veteran game tracker to investigate a murder that occurred on a Native American reservation.,2017,R,106,tt6185846,7.7,240408.0,"['FR', 'GB', 'US']",0.0,Best
To the Bone,MOVIE,['drama'],A young woman dealing with anorexia meets an unconventional doctor who challenges her to face her condition and embrace life.,2017,,107,tt6143418,6.8,47025.0,['US'],0.0,Average
Kodachrome,MOVIE,"['drama', 'comedy', 'european']","Matt Ryder is convinced to drive his estranged and dying father Benjamin Ryder cross country to deliver four old rolls of Kodachrome film to the last lab in the world that can develop them before it shuts down for good. Along with Ben's nurse Zooey, the three navigate a world changing from analogue to digital while trying to put the past behind them.",2017,,105,tt1880399,6.8,16482.0,['US'],0.0,Average
